osmid,x,y,ref,highway
2331305974,11.4283218,3.8730993,,nan
2331305984,11.4284536,3.8732128,,nan
2331305994,11.4303892,3.8740718,,nan
2331305996,11.4386746,3.8735621,,nan
2331306016,11.4261347,3.8738914,,nan
2331306019,11.4246729,3.8732803,,nan
2331306024,11.4418999,3.8738551,,nan
2331306040,11.4339418,3.8740297,,nan
2331306059,11.4259469,3.8742559,,nan
2331306063,11.4251181,3.8743401,,nan
2331306072,11.4329146,3.874389,,nan
2331306082,11.4269936,3.8744559,,nan
2331306100,11.4706895,3.8747555,,nan
2331306115,11.4285493,3.8747302,,nan
2331306124,11.431263,3.8748767,,nan
2331306127,11.4311805,3.8748841,,nan
2331306130,11.4709003,3.874994,,nan
2331306152,11.4242643,3.8751586,,nan
2331306156,11.4306588,3.8751636,,nan
2331306174,11.4302746,3.8753056,,nan
2331306179,11.496181,3.8753104,,nan
2331306187,11.4298961,3.875397,,nan
2331306188,11.4240641,3.8754007,,nan
2331306194,11.4550911,3.8754609,,nan
2331306200,11.4553253,3.8754733,,nan
2331306205,11.4481017,3.8768407,,nan
2331306208,11.4555627,3.8755572,,nan
2331306215,11.4256405,3.8752854,,nan
2331306230,11.4286204,3.8757351,,nan
2331306231,11.4242535,3.8757605,,nan
2331306232,11.4309077,3.8759186,,nan
2331306242,11.4957815,3.875977,,nan
2331306249,11.4455875,3.8760341,,nan
2331306252,11.4549216,3.8760706,,nan
2331306254,11.4220033,3.876077,,nan
2331306256,11.4492291,3.8760562,,nan
2331306266,11.4551796,3.8761288,,nan
2331306276,11.4553936,3.8761962,,nan
2331306288,11.4222731,3.8762493,,nan
2331306296,11.4744471,3.8762601,,nan
2331306300,11.4490045,3.8763184,,nan
2331306317,11.4305119,3.8762605,,nan
2331306331,11.4451233,3.8764965,,nan
2331306349,11.4306469,3.8767315,,nan
2331306360,11.4229944,3.8766804,,nan
2331306367,11.4855418,3.8767464,,nan
2331306373,11.4459576,3.8768015,,nan
2331306377,11.4869465,3.8767951,,nan
2331306384,11.4506674,3.8768683,,nan
2331306386,11.4228319,3.8768876,,nan
2331306396,11.4498106,3.8769607,,nan
2331306398,11.4278781,3.8770095,,nan
2331306399,11.4429085,3.8769647,,nan
2331306405,11.4881662,3.877033,,nan
2331306407,11.4843663,3.8771583,,nan
2331306408,11.4440354,3.8771764,,nan
2331306410,11.4433945,3.8770801,,nan
2331306416,11.4853166,3.8771075,,nan
2331306447,11.4812684,3.8775303,,nan
2331306455,11.4463757,3.8776648,,nan
2331306459,11.4222192,3.8776016,,nan
2331306461,11.4882557,3.8775718,,nan
2331306470,11.4864616,3.8777118,,nan
2331306473,11.4241143,3.8777281,,nan
2331306475,11.4816119,3.8778584,,nan
2331306479,11.4454901,3.8777675,,nan
2331306482,11.4454244,3.8778806,,nan
2331306489,11.4432981,3.8779272,,nan
2331306493,11.4182388,3.878001,,nan
2331306495,11.4229815,3.8781188,,nan
2331306496,11.4427983,3.8779771,,nan
2331306503,11.4564508,3.8773781,,nan
2331306511,11.4215218,3.8782465,,nan
2331306515,11.4322449,3.878291,,nan
2331306530,11.4215126,3.8783413,,nan
2331306531,11.4816097,3.8783624,,nan
2331306535,11.4331733,3.8783674,,nan
2331306537,11.420888,3.8783718,,nan
2331306552,11.4549737,3.8803892,,nan
2331306567,11.4430399,3.8787311,,nan
2331306568,11.4423715,3.8781299,,nan
2331306584,11.4368895,3.8790238,,nan
2331306608,11.4283729,3.8791696,,nan
2331306635,11.4284941,3.8795929,,nan
2331306640,11.4239741,3.8796165,,nan
2331306645,11.4199706,3.8797385,,nan
2331306923,11.4358862,3.8802164,,nan
2331306932,11.420205,3.8804256,,nan
2331306938,11.4188389,3.8808375,,nan
2331306981,11.4285576,3.8842406,,nan
2331307000,11.4297574,3.8867862,,nan
2331484201,11.4648111,3.8739959,,nan
2331484208,11.4636088,3.8771797,,nan
2331484209,11.4638068,3.8771966,,nan
2331484210,11.4659175,3.8772067,,nan
2332069561,11.5400011,3.9551402,,nan
2332069563,11.540273,3.9552164,,nan
2332069572,11.5392599,3.95543,,nan
2332069584,11.5385265,3.955909,,nan
2332069588,11.5388104,3.9560787,,nan
2332069593,11.5383191,3.9563136,,nan
2332069594,11.5345755,3.9563213,,nan
2332069601,11.5382559,3.9564503,,nan
2332069603,11.5394017,3.9564695,,nan
2332069605,11.5348457,3.9564949,,nan
2332069606,11.5389433,3.9568131,,nan
2332069609,11.5341816,3.9569399,,nan
2332069611,11.5345171,3.9572273,,nan
2332069618,11.5378358,3.9574582,,nan
2332069619,11.5388021,3.9572068,,nan
2332069625,11.533721,3.9575829,,nan
2332069628,11.535045,3.9576851,,nan
2332069632,11.5386808,3.9577375,,nan
2332069635,11.5375949,3.9578444,,nan
2332069643,11.5336636,3.9580056,,nan
2332069646,11.5351235,3.9581296,,nan
2332069648,11.5383664,3.9582539,,nan
2332069649,11.5328881,3.9583187,,nan
2332069652,11.533606,3.9584295,,nan
2332069657,11.5357337,3.9582686,,nan
2332069664,11.5349156,3.9585289,,nan
2332069667,11.5362071,3.9586792,,nan
2332069673,11.5325754,3.9587056,,nan
2332069674,11.5356355,3.9586882,,nan
2332069676,11.5358695,3.9588272,,nan
2332069679,11.5335501,3.9588403,,nan
2332069681,11.5348244,3.9588462,,nan
2332069683,11.5355131,3.9589082,,nan
2332069684,11.5350499,3.9589116,,nan
2332069694,11.5350941,3.959075,,nan
2332069706,11.5368475,3.9593792,,nan
2332069711,11.5355844,3.9602783,,nan
2332069719,11.5376175,3.9598848,,nan
2332069722,11.5374941,3.9599945,,nan
2332069726,11.536356,3.9606171,,nan
2332209192,11.5340188,3.9452042,,nan
2332209198,11.5340325,3.9465945,,nan
2332209210,11.5332434,3.9507273,,nan
2332209222,11.532751,3.9511112,,nan
2332209223,11.5319605,3.9511011,,nan
2332209230,11.5328121,3.9513629,,nan
2332209242,11.5314228,3.951665,,nan
2332209247,11.5328352,3.9518689,,nan
2332209248,11.531152,3.9519276,,nan
2332209250,11.5330377,3.9519201,,nan
2332209255,11.5329239,3.9520562,,nan
2332209256,11.5308835,3.9521207,,nan
2332209263,11.5326603,3.9521931,,nan
2332209266,11.5305817,3.9523108,,nan
2332209267,11.5333888,3.9523984,,nan
2332209272,11.5302447,3.9525238,,nan
2332209276,11.5332146,3.9527738,,nan
2332209279,11.5363102,3.9531468,,nan
2332209282,11.5298044,3.9528746,,nan
2332209283,11.5289827,3.9529834,,nan
2332209297,11.535234,3.9531381,,nan
2332209300,11.529261,3.9532227,,nan
2332209303,11.5347998,3.9532716,,nan
2332209321,11.53508,3.9535209,,nan
2332209332,11.5298983,3.9539271,,nan
2332209333,11.5359933,3.9536812,,nan
2332209340,11.5351376,3.9537038,,nan
2332209345,11.5314722,3.953755,,nan
2332209348,11.5299872,3.9538312,,nan
2332209355,11.5354057,3.9538882,,nan
2332209357,11.5320517,3.9539038,,nan
2332209374,11.5346675,3.9541191,,nan
2332209377,11.5320312,3.9541237,,nan
2332209382,11.5357193,3.9542161,,nan
2332209386,11.5318556,3.9542469,,nan
2332209387,11.5291498,3.9544115,,nan
2332209393,11.5306701,3.9543785,,nan
2332209399,11.5337295,3.9544969,,nan
2332209400,11.5316291,3.9544905,,nan
2332209402,11.5283505,3.9545689,,nan
2332209403,11.5305786,3.9544768,,nan
2332209411,11.5355481,3.9545909,,nan
2332209418,11.5286928,3.9547344,,nan
2332209420,11.5359293,3.9546577,,nan
2332209423,11.5319079,3.9547085,,nan
2332209427,11.53383,3.9547678,,nan
2332209436,11.5300751,3.9549079,,nan
2332209449,11.5356478,3.9550735,,nan
2332209465,11.528203,3.9550387,,nan
2332209468,11.5280323,3.9555096,,nan
2332209471,11.5284805,3.9556828,,nan
2332209477,11.5327373,3.9560401,,nan
2332209478,11.5317418,3.9560834,,nan
2332209479,11.5310851,3.956129,,nan
2332209483,11.5310884,3.9562476,,nan
2332209484,11.5305478,3.9562805,,nan
2332209487,11.5330689,3.9563222,,nan
2332209947,11.5337489,3.9552903,,nan
2332209951,11.532216,3.9566232,,nan
2332209955,11.5320896,3.9567383,,nan
2332209963,11.5315998,3.9568618,,nan
2332209965,11.5318838,3.956923,,nan
2332210001,11.5334092,3.9565791,,nan
2332210015,11.5300536,3.9571743,,nan
2332210023,11.5329101,3.957214,,nan
2332210025,11.5325937,3.957585,,nan
2332210035,11.5315737,3.9586832,,nan
2332210054,11.5305173,3.9577404,,nan
2332210056,11.5306083,3.9577953,,nan
2332210060,11.530726,3.9604103,,nan
2332210070,11.5298434,3.9583959,,nan
2332216098,11.5281303,3.9506666,,nan
2332216101,11.5276535,3.9506867,,nan
2332216113,11.5286775,3.9508697,,nan
2332216120,11.5285526,3.9510177,,nan
2332216121,11.5295659,3.9510261,,nan
2332216122,11.5295185,3.9510804,,nan
2332216123,11.528437,3.9511548,,nan
2332216126,11.5303758,3.9512479,,nan
2332216127,11.5283308,3.9512796,,nan
2332216128,11.5293475,3.9512818,,nan
2332216131,11.5299322,3.9513498,,nan
2332216133,11.5292638,3.9513804,,nan
2332216135,11.5291214,3.951548,,nan
2332216136,11.5296877,3.9515721,,nan
2332216138,11.5290244,3.9516623,,nan
2332216140,11.5305135,3.9517957,,nan
2332216142,11.5280971,3.9515654,,nan
2332216143,11.5289046,3.9518033,,nan
2332216144,11.5277197,3.9519346,,nan
2332216145,11.529475,3.9518426,,nan
2332216146,11.5301139,3.9519011,,nan
2332216148,11.5293741,3.9520536,,nan
2332216149,11.5299087,3.9522477,,nan
2332216151,11.5300751,3.9526655,,nan
2334636223,11.5278198,3.9518658,,nan
2334636225,11.5293254,3.9531467,,nan
2334636228,11.5313344,3.9548158,,nan
2334636231,11.532642,3.955848,,nan
2334636234,11.5226393,3.9633201,,nan
2334636237,11.5231921,3.9636145,,nan
2334636241,11.5230492,3.9638872,,nan
2334636242,11.5219318,3.9639111,,nan
2334636246,11.5219804,3.963976,,nan
2334636250,11.5228286,3.9642649,,nan
2334636254,11.5222034,3.964222,,nan
2334636255,11.5224901,3.9642536,,nan
2334636261,11.5219807,3.9644812,,nan
2334636268,11.5283707,3.9646365,,nan
2334636275,11.5201937,3.9649117,,nan
2334636276,11.5200998,3.964958,,nan
2334636283,11.5271086,3.9651906,,nan
2334636291,11.5274844,3.9654239,,nan
2334636293,11.5200252,3.9655768,,nan
2334636297,11.5198303,3.966738,,nan
2334636303,11.5209541,3.9669554,,nan
2334636306,11.5188873,3.966683,,nan
2334636307,11.5208917,3.9671026,,nan
2334647733,11.5283924,3.9593947,,nan
2334647739,11.5268205,3.9596494,,nan
2334647741,11.5286806,3.9593665,,nan
2334647746,11.5287023,3.9599791,,nan
2334647747,11.5290117,3.9599842,,nan
2334647749,11.5281013,3.9600315,,nan
2334647753,11.5269273,3.960147,,nan
2334647764,11.5283293,3.9605491,,nan
2334647770,11.5279452,3.9606142,,nan
2334647773,11.5235444,3.9606789,,nan
2334647777,11.5286414,3.9608307,,nan
2334647781,11.5236041,3.9610678,,nan
2334647787,11.5275864,3.9611895,,nan
2334647788,11.5286094,3.9612266,,nan
2334647793,11.5294247,3.9612751,,nan
2334647795,11.5274749,3.9613927,,nan
2334647802,11.5252046,3.9614632,,nan
2334647803,11.5266208,3.9614497,,nan
2334647805,11.5269172,3.9615642,,nan
2334647808,11.523693,3.9616258,,nan
2334647809,11.5278758,3.96166,,nan
2334647810,11.5273769,3.9616447,,nan
2334647813,11.5299931,3.9612962,,nan
2334647814,11.5283993,3.9617493,,nan
2334647816,11.5225282,3.9617899,,nan
2334647822,11.523773,3.9620715,,nan
2334647824,11.5237325,3.9620807,,nan
2334647827,11.522531,3.9622487,,nan
2334647832,11.5238298,3.962622,,nan
2334647837,11.5227622,3.9628031,,nan
2334647840,11.5227609,3.9629753,,nan
2334647841,11.5279948,3.9633318,,nan
2334680728,11.524349,3.9557709,,nan
2334680733,11.5238726,3.9560199,,nan
2334680735,11.5232606,3.9562831,,nan
2334680738,11.5240873,3.9564144,,nan
2334680741,11.5229481,3.9565891,,nan
2334680746,11.5231465,3.9569442,,nan
2334680747,11.525078,3.9570246,,nan
2334680754,11.5205136,3.9571136,,nan
2334680755,11.5241144,3.9570553,,nan
2334680758,11.5233774,3.9574074,,nan
2334680759,11.5243874,3.9574944,,nan
2334680760,11.5230717,3.9575397,,nan
2334680762,11.522694,3.957709,,nan
2334680763,11.5206989,3.9577154,,nan
2334680769,11.524623,3.957928,,nan
2334680772,11.5233443,3.9580273,,nan
2334680774,11.5214338,3.9581727,,nan
2334680775,11.522857,3.9582059,,nan
2334680776,11.5202612,3.9581617,,nan
2334680777,11.524794,3.9582377,,nan
2334680779,11.5220573,3.9583335,,nan
2334680785,11.5214797,3.9584257,,nan
2334680789,11.5198741,3.9585686,,nan
2334680792,11.5215515,3.9587953,,nan
2334680793,11.5210076,3.9588407,,nan
2334680795,11.5204424,3.9589075,,nan
2334680797,11.5189743,3.9590462,,nan
2334680799,11.5221736,3.9591208,,nan
2334680803,11.5216051,3.9592852,,nan
2334680804,11.5184151,3.9593973,,nan
2334680808,11.5200538,3.9593932,,nan
2334680809,11.5201009,3.9594476,,nan
2334680811,11.5234575,3.9595226,,nan
2334680818,11.5231281,3.9597603,,nan
2334680826,11.5234135,3.9601807,,nan
2334680833,11.5227111,3.9606248,,nan
2334680836,11.5228896,3.9606301,,nan
2334680837,11.5222172,3.960635,,nan
2334680840,11.5209532,3.9608932,,nan
2334680844,11.5216729,3.9611805,,nan
2334680846,11.5193005,3.9612371,,nan
2334680849,11.5218164,3.9623137,,nan
2334682508,11.5253231,3.9574496,,nan
2334682509,11.5255623,3.9578167,,nan
2334682510,11.5245966,3.9578745,,nan
2337166244,11.496303,3.8416291,,nan
2337166248,11.4973101,3.8417873,,nan
2337166252,11.4974504,3.841237,,nan
2337166257,11.4963925,3.8410459,,nan
2337166259,11.4965655,3.8402521,,nan
2337166266,11.496158,3.8425502,,nan
2337166279,11.4962037,3.8422315,,nan
2337166282,11.4951269,3.842073,,nan
2337166285,11.4938495,3.8418523,,nan
2337166286,11.4935076,3.8423869,,nan
2337166313,11.4941866,3.8400002,,nan
2337166315,11.4941212,3.8391233,,nan
2337166319,11.4951181,3.8391201,,nan
2337166321,11.4927453,3.8391336,,nan
2337166325,11.492009,3.8391731,,nan
2337166331,11.4916,3.8400044,,nan
2337166332,11.4923273,3.8391435,,nan
2337166334,11.4923194,3.8380667,,nan
2337166335,11.4932094,3.839992,,nan
2337166336,11.4931631,3.8395473,,nan
2337166337,11.4931557,3.8391242,,nan
2337166338,11.4937324,3.8399927,,nan
2337166348,11.4933977,3.8417569,,nan
2349045937,11.516065,3.8789835,,nan
2349048604,11.508399,3.8850857,,nan
2349048606,11.5093367,3.8853017,,nan
2349048608,11.510645,3.8861309,,nan
2349049676,11.5094168,3.8860639,,nan
2349049677,11.5073834,3.8865651,,nan
2349049678,11.5077616,3.8862633,,nan
2353497307,11.5109704,3.8840296,,nan
2353497311,11.5121629,3.8850866,,nan
2353497313,11.5135108,3.885465,,nan
2353497315,11.5123437,3.885762,,nan
2353497319,11.5113606,3.8865367,,nan
2353500193,11.5125092,3.8840906,,nan
2353500207,11.5127742,3.8849045,,nan
2353500530,11.5113,3.8884693,,nan
2354128166,11.4714716,3.8326745,,nan
2354128184,11.4755764,3.8388473,,nan
2354128187,11.4714295,3.8318993,,nan
2354128189,11.4728795,3.835791,,nan
2354128194,11.4765178,3.8402014,,nan
2354128199,11.4701443,3.8360821,,nan
2354132130,11.4693064,3.8328474,,nan
2354136928,11.4710181,3.8302928,,nan
2354136931,11.4713835,3.8291487,,nan
2354136937,11.4713567,3.8290731,,nan
2354142910,11.4790832,3.8260615,,nan
2354142912,11.4767806,3.8289145,,nan
2354142917,11.4753872,3.8274379,,nan
2354142918,11.4766334,3.8250597,,nan
2354142919,11.4784097,3.8253114,,nan
2354142920,11.4727995,3.8291394,,nan
2354142921,11.4769134,3.8253776,,nan
2354142922,11.4774741,3.8242936,,nan
2354142923,11.4772308,3.8284238,,nan
2354142928,11.4782267,3.8236036,,nan
2354142930,11.4752251,3.8293534,,nan
2354142936,11.475763,3.8292,,nan
2354142937,11.4798681,3.8246633,,nan
2354142938,11.4777706,3.8246225,,nan
2354142940,11.4774928,3.8287789,,nan
2354142941,11.4764486,3.8286153,,nan
2354142942,11.4779075,3.8264593,,nan
2354142943,11.4789167,3.8241337,,nan
2354142945,11.4742882,3.828574,,nan
2354142946,11.4738469,3.828766,,nan
2354142948,11.4785712,3.8238605,,nan
2354142950,11.4733578,3.8289855,,nan
2354142957,11.4747309,3.8293367,,nan
2354142958,11.4780551,3.8249291,,nan
2354142960,11.4787503,3.8256873,,nan
2354142963,11.4771689,3.8239608,,nan
2354142965,11.4760917,3.8282359,,nan
2354146174,11.4738413,3.8246664,,nan
2354150179,11.4833012,3.8231845,,nan
2354150185,11.4819852,3.8248065,,nan
2354150191,11.4833125,3.8218139,,nan
2354150195,11.4797359,3.8245998,,nan
2354150201,11.4839695,3.8229666,,nan
2354150203,11.4837651,3.8232142,,nan
2354150205,11.4800124,3.8239367,,nan
2354150207,11.4794024,3.823795,,nan
2354150211,11.4820035,3.8217207,,nan
2354150212,11.4804267,3.8241151,,nan
2354150214,11.477835,3.8233614,,nan
2354150218,11.4801288,3.8247732,,nan
2354150222,11.4780808,3.8235052,,nan
2354150239,11.4815596,3.8216982,,nan
2354150242,11.4817185,3.8254375,,nan
2354150251,11.4825002,3.822817,,nan
2354150253,11.4799534,3.82322,,nan
2354150255,11.4837213,3.8230398,,nan
2354150259,11.4816117,3.8235222,,nan
2354150263,11.4802756,3.8233614,,nan
2354151762,11.4820173,3.823693,,nan
2354151765,11.4823988,3.82387,,nan
2354151767,11.4844571,3.8246366,,nan
2354156828,11.4815952,3.8273303,,nan
2354156829,11.4847066,3.826336,,nan
2354156831,11.4826611,3.8259421,,nan
2354156838,11.4839288,3.8283846,,nan
2354156841,11.483701,3.8270955,,nan
2354157078,11.4839729,3.8254485,,nan
2354157080,11.4843726,3.8266532,,nan
2354157081,11.4843117,3.8264639,,nan
2354175441,11.4715605,3.8253698,,nan
2354175469,11.4713172,3.8262209,,nan
2354175474,11.4722009,3.8230944,,nan
2354178351,11.4728262,3.8304082,,nan
2354201227,11.4802932,3.8423342,,nan
2354201230,11.4809125,3.8438213,,nan
2354201231,11.480207,3.8459271,,nan
2354201244,11.4799596,3.8424229,,nan
2354201245,11.4804536,3.8450426,,nan
2354201255,11.4806192,3.8419915,,nan
2354201257,11.4800759,3.8470799,,nan
2354201261,11.4801222,3.8438791,,nan
2354201265,11.4804633,3.8438341,,nan
2354201275,11.4798062,3.8464341,,nan
2355309158,11.4905982,3.8389248,,nan
2355309159,11.4890029,3.839353,,nan
2355309161,11.4847314,3.8366739,,nan
2355309162,11.4879203,3.8356473,,nan
2355309164,11.4886506,3.8395529,,nan
2355309165,11.4868573,3.8346523,,nan
2355309167,11.487149,3.8346717,,nan
2355309170,11.4879307,3.840196,,nan
2355309172,11.490238,3.836998,,nan
2355309181,11.4896976,3.8379393,,nan
2355309184,11.4870043,3.8345151,,nan
2355309189,11.4886038,3.8356041,,nan
2355309190,11.4880324,3.8370426,,nan
2355309191,11.4901067,3.8373339,,nan
2355309194,11.4886637,3.8366133,,nan
2355309197,11.4880057,3.8366836,,nan
2355309198,11.4874467,3.8352926,,nan
2355309199,11.4875957,3.8351519,,nan
2355309200,11.4875057,3.8367243,,nan
2355309201,11.4870047,3.8348125,,nan
2355309202,11.487633,3.834188,,nan
2355313652,11.4722877,3.8413493,,nan
2355313662,11.4725917,3.842426,,nan
2355313668,11.4713713,3.8510988,,nan
2355313676,11.4722168,3.8424187,,nan
2355313684,11.473928,3.8421844,,nan
2355313687,11.4732884,3.8423611,,nan
2355313690,11.4707819,3.8474017,,nan
2355313701,11.4709522,3.8417296,,nan
2355313702,11.4714289,3.8508901,,nan
2355314245,11.4713676,3.8371434,,nan
2355314246,11.4712875,3.836618,,nan
2355314486,11.4682807,3.8458536,,nan
2357125137,11.4803928,3.8384763,,nan
2357125141,11.4812428,3.8394266,,nan
2357125144,11.481445,3.8396493,,nan
2357125146,11.4823442,3.8404664,,nan
2357125148,11.482717,3.8384821,,nan
2357125153,11.481456,3.8381493,,nan
2357125155,11.4815613,3.8360469,,nan
2357125158,11.4802293,3.8383114,,nan
2357125160,11.4811388,3.8378021,,nan
2357125162,11.4822448,3.8374347,,nan
2357125164,11.4828343,3.8387324,,nan
2357125166,11.4819746,3.8387158,,nan
2357125170,11.4825855,3.8381963,,nan
2357125174,11.4821951,3.8389564,,nan
2357125178,11.4807014,3.8388296,,nan
2357125180,11.4820524,3.8369787,,nan
2357125183,11.4819536,3.8367665,,nan
2357127610,11.4835319,3.8367623,,nan
2357127612,11.4812686,3.8408665,,nan
2357127613,11.4820459,3.8413254,,nan
2357131244,11.4726685,3.8368405,,nan
2357131245,11.4724249,3.8370738,,nan
2357146666,11.4805352,3.8350263,,nan
2357146667,11.4810053,3.8354538,,nan
2357163278,11.4664689,3.8317324,,nan
2357163281,11.46532,3.8314171,,nan
2357163284,11.4653649,3.8314183,,nan
2357163888,11.4628735,3.8332074,,nan
2357163889,11.4637441,3.8339143,,nan
2357163891,11.4633318,3.8341638,,nan
2357163893,11.4625751,3.8338838,,nan
2357163898,11.4629928,3.8336433,,nan
2357163899,11.4636828,3.8333453,,nan
2357166011,11.4638605,3.8351969,,nan
2357166012,11.4641545,3.8346195,,nan
2357168587,11.462316,3.8320255,,nan
2357168588,11.4610696,3.8320067,,nan
2357168590,11.4648888,3.8356504,,nan
2357168592,11.4616896,3.8320131,,nan
2357168593,11.465255,3.8354183,,nan
2357168595,11.4616799,3.8332245,,nan
2357178295,11.4796313,3.851646,,nan
2357178668,11.4809487,3.8525574,,nan
2357184209,11.479805,3.8494489,,nan
2357184211,11.4780634,3.8483989,,nan
2357185503,11.486088,3.8493005,,nan
2357191025,11.5224072,3.8515575,,nan
2357191027,11.5227239,3.8511498,,nan
2357221390,11.5190237,3.864118,,nan
2357531634,11.5167992,3.8303034,,nan
2357531635,11.5150157,3.8274069,,nan
2357531636,11.517737,3.8286767,,nan
2357531638,11.5181707,3.8285097,,nan
2357531640,11.5171696,3.8271662,,nan
2357531641,11.5173922,3.8294917,,nan
2357531649,11.5172152,3.8276839,,nan
2357531652,11.5179587,3.8275735,,nan
2357531657,11.5156888,3.8276634,,nan
2357531659,11.5180656,3.8281791,,nan
2357531663,11.5182289,3.8291541,,nan
2357531667,11.5177944,3.8297721,,nan
2357531685,11.5179769,3.8289138,,nan
2357531687,11.5151459,3.8270577,,nan
2357531688,11.517038,3.829229,,nan
2357531691,11.5132482,3.8287905,,nan
2358567368,11.4730461,3.8046398,,nan
2358567374,11.4731972,3.810016,,nan
2358567401,11.4745999,3.8139955,,nan
2358567412,11.4723476,3.8115813,,nan
2358685953,11.4894314,3.8126014,,nan
2358685957,11.4889634,3.8120501,,nan
2358685988,11.4889845,3.8122515,,nan
2358791634,11.5001156,3.880299,,nan
2358881367,11.5033719,3.8818963,,nan
2358881372,11.5041413,3.8810285,,nan
2358881378,11.5052163,3.8803754,,nan
2358881383,11.5006246,3.8807419,,nan
2358881414,11.5050479,3.8814839,,nan
2358881424,11.5037311,3.879518,,nan
2358881428,11.5034848,3.8817029,,nan
2360405177,11.5191315,3.9544039,,nan
2360405181,11.5233464,3.9544453,,nan
2360405186,11.522898,3.9545265,,nan
2360405188,11.5224985,3.9545504,,nan
2360405193,11.521559,3.9546734,,nan
2360405196,11.5189366,3.9547445,,nan
2360405205,11.5187064,3.9552286,,nan
2360405211,11.5210517,3.9553992,,nan
2360405222,11.5206155,3.9556294,,nan
2360405224,11.5184152,3.955666,,nan
2360405227,11.5205001,3.9556914,,nan
2360405243,11.5199932,3.9559986,,nan
2360405250,11.5180691,3.9561411,,nan
2360405255,11.5195229,3.9563408,,nan
2360405258,11.5194764,3.9563731,,nan
2360405260,11.5190436,3.9567139,,nan
2360405264,11.5185342,3.9570668,,nan
2360429001,11.4861153,3.9098624,,nan
2360431191,11.4929532,3.8955405,,nan
2360431192,11.4926728,3.897775,,nan
2360431195,11.4934618,3.8996288,,nan
2360431200,11.4917581,3.8980265,,nan
2360431204,11.4920907,3.8982968,,nan
2360431207,11.4930784,3.8990518,,nan
2360431212,11.492529,3.8993163,,nan
2360431213,11.4937504,3.9000563,,nan
2360431215,11.4918005,3.8997297,,nan
2360431221,11.4922949,3.898307,,nan
2360432858,11.5222831,3.9526125,,nan
2360432860,11.5213271,3.9529087,,nan
2360432874,11.5213605,3.9533852,,nan
2360432878,11.5228221,3.953539,,nan
2360432884,11.5228398,3.9536504,,nan
2360432899,11.523034,3.9538148,,nan
2360432900,11.5193363,3.9538908,,nan
2360432907,11.5235827,3.9537739,,nan
2360432917,11.5214972,3.9542425,,nan
2360435926,11.5228808,3.9509518,,nan
2360435927,11.5225062,3.9510749,,nan
2360438369,11.5227819,3.9498948,,nan
2360440326,11.4910233,3.897415,,nan
2360444220,11.4916865,3.8956,,nan
2360453663,11.4968788,3.8935899,,nan
2360453668,11.4958463,3.8924867,,nan
2360453672,11.4975039,3.8942118,,nan
2360454061,11.4928255,3.8939723,,nan
2360454062,11.4925118,3.8952551,,nan
2360461516,11.5214232,3.9472656,,nan
2360461518,11.5218387,3.9474049,,nan
2360461529,11.5210654,3.9477272,,nan
2360461543,11.5204627,3.9478645,,nan
2360461560,11.5201088,3.9479178,,nan
2360461568,11.5204999,3.9482028,,nan
2360461576,11.5209339,3.9487449,,nan
2360461585,11.5213555,3.9496776,,nan
2360461594,11.5217686,3.9498421,,nan
2360466291,11.501907,3.8860319,,nan
2360466292,11.5012976,3.8854355,,nan
2360478314,11.5102815,3.8873652,,nan
2360478315,11.5102248,3.8868433,,nan
2360581120,11.5253958,3.9519596,,nan
2360581126,11.5273838,3.9527709,,nan
2360581143,11.5254022,3.9531484,,nan
2360581145,11.5261162,3.9531554,,nan
2360581146,11.5260398,3.9531644,,nan
2360581148,11.5247219,3.9531894,,nan
2360581151,11.5266539,3.9533281,,nan
2360581152,11.5267705,3.9533615,,nan
2360581153,11.5271638,3.9534003,,nan
2360581161,11.5252065,3.9542882,,nan
2360581167,11.5267653,3.9544499,,nan
2360581172,11.5249064,3.9548263,,nan
2360581175,11.5265729,3.9549563,,nan
2360581179,11.5259383,3.9555344,,nan
2360581180,11.5263987,3.9554473,,nan
2360581181,11.5263117,3.9556979,,nan
2361494324,11.5050007,3.8632098,,nan
2361494328,11.5051482,3.8624913,,nan
2361494332,11.5052915,3.8629404,,nan
2361494333,11.5049403,3.8625957,,nan
2361494334,11.5044021,3.8617979,,nan
2361688646,11.4739581,3.8758892,,nan
2361692608,11.4721223,3.8763601,,nan
2365589338,11.5188543,3.8615166,,nan
2366342850,11.5133596,3.8678852,,nan
2367929361,11.4899267,3.8770216,,nan
2367930614,11.4625812,3.877197,,nan
2367931044,11.4823811,3.8610542,,nan
2367933658,11.469109,3.82429,,nan
2367933677,11.4641298,3.8238177,,nan
2370758997,11.5641746,3.906445,,nan
2370764279,11.5497445,3.9324238,,nan
2370764283,11.5512076,3.9304513,,nan
2370764290,11.5505445,3.9311568,,nan
2370764312,11.5548339,3.9307773,,nan
2370765526,11.550818,3.9327951,,nan
2370765528,11.5524538,3.9332543,,nan
2370765529,11.5527062,3.9333248,,nan
2370765531,11.5532662,3.9334426,,nan
2370765532,11.5498525,3.9324452,,nan
2370766693,11.543279,3.9313447,,nan
2370766698,11.54418,3.9315052,,nan
2370769378,11.5586536,3.9335871,,nan
2370769381,11.5691597,3.9389089,,nan
2370769390,11.5632555,3.9359415,,nan
2370769394,11.5583973,3.9337032,,nan
2370769399,11.5614895,3.9352249,,nan
2370769406,11.5708284,3.9406712,,nan
