osmid,x,y,ref,highway
442890947,11.4875716,3.8761403,,nan
442890948,11.4874766,3.8751958,,nan
442890956,11.487923,3.8726164,,nan
442890958,11.488161,3.8726293,,nan
442890959,11.4874597,3.8750337,,nan
442890969,11.4920345,3.8703769,,nan
442890970,11.4908882,3.870293,,nan
442890974,11.4977039,3.8719685,,nan
442890975,11.4952223,3.8682086,,nan
442890976,11.4955269,3.8676939,,nan
442890977,11.4958987,3.8671286,,nan
442890992,11.4965093,3.8650316,,nan
442890994,11.4901543,3.8700564,,nan
442890996,11.5081646,3.8940158,,nan
442891001,11.4946537,3.8687812,,nan
442891009,11.5056413,3.8913257,,nan
442891017,11.5064199,3.8865837,,nan
442891018,11.5063366,3.8864259,,nan
443001338,11.4984431,3.870035,,mini_roundabout
443001356,11.5090879,3.8583988,,nan
443001360,11.5127432,3.8677658,,nan
443001362,11.5134045,3.8679561,,nan
444747360,11.4792912,3.8422722,,nan
444747391,11.4865393,3.8451883,,nan
444747393,11.4865394,3.8452883,,nan
444747394,11.4864974,3.8465673,,nan
444747405,11.4840972,3.8361313,,nan
444747413,11.4866543,3.850199,,nan
446767670,11.4954283,3.8838073,,nan
446767671,11.4953451,3.8842348,,nan
446767681,11.4935509,3.8856076,,nan
446767682,11.4923209,3.8881659,,nan
446767684,11.4961676,3.8886197,,nan
446767688,11.4972052,3.8945177,,nan
446767697,11.4990974,3.8884804,,nan
446767702,11.514034,3.8910053,,nan
446767707,11.5001368,3.8857328,,nan
448853476,11.485406,3.9117215,,nan
448853479,11.4840959,3.9122426,,nan
448853480,11.4829687,3.9125905,,nan
448853482,11.4814635,3.9130003,,nan
448853485,11.4806338,3.9139231,,nan
448853486,11.480214,3.9155621,,nan
448853489,11.4792766,3.9163301,,nan
448853643,11.4531219,3.872951,,nan
454902365,11.5141033,3.8400271,,nan
454902377,11.520136,3.8465861,,nan
454902379,11.5188494,3.8457828,,nan
454902386,11.5216309,3.8602854,,nan
454902388,11.5222069,3.8537703,,nan
454902407,11.5223285,3.8533819,,nan
454902411,11.5170716,3.8373867,,nan
454902430,11.5182057,3.8454852,,nan
454902439,11.5218015,3.8516626,,nan
497056391,11.5168053,3.8672327,,nan
497056395,11.5167034,3.8670631,,nan
497056407,11.5204142,3.8665526,,nan
497056408,11.5204091,3.8664896,,nan
588643330,11.4663832,3.8612577,,nan
588643363,11.4649411,3.8640476,,nan
588643382,11.4701737,3.8584854,,nan
619207806,11.5348119,3.8652416,,nan
619207829,11.5547761,3.8505201,,nan
619207830,11.5546547,3.8503347,,nan
619207846,11.5542832,3.8507308,,nan
619207862,11.5429672,3.8570702,,nan
619207883,11.5459191,3.8636343,,nan
886129960,11.4791033,3.8288406,,nan
886129962,11.4829753,3.8320443,,nan
886130025,11.477445,3.8300308,,nan
886130044,11.4745258,3.8310178,,nan
909265837,11.5241499,3.8738071,,nan
909265871,11.5246585,3.8737943,,nan
909265873,11.5364974,3.8686654,,nan
909302096,11.4716846,3.8340849,,nan
909302134,11.471159,3.8266138,,nan
909317727,11.5373824,3.8882195,,nan
909317772,11.5368166,3.889647,,nan
927193636,11.5403575,3.8665319,,nan
927193952,11.5512858,3.8394848,,nan
927194054,11.5275604,3.8110358,,nan
927194135,11.5404719,3.8740247,,nan
927194253,11.5459063,3.8760834,,nan
927194280,11.5526252,3.8454865,,nan
927194361,11.5497431,3.8788912,,mini_roundabout
927194517,11.5541091,3.848994,,nan
927194599,11.5515819,3.8432165,,nan
927194654,11.5324005,3.8240725,,nan
927194682,11.5520544,3.8318571,,nan
927194696,11.5501827,3.828514,,nan
927194918,11.533558,3.8248004,,nan
928411285,11.526179,3.8159641,,nan
928411389,11.5283492,3.8011038,,mini_roundabout
928411436,11.5177172,3.8243771,,nan
928412049,11.5256318,3.8165349,,nan
928412088,11.5135121,3.8663675,,nan
928412273,11.5175762,3.8875351,,nan
928412763,11.5303628,3.8072788,,nan
928413380,11.5186127,3.8874969,,nan
928414499,11.5270051,3.8118788,,nan
928415155,11.5265384,3.8146608,,nan
929331198,11.5224452,3.8821547,,nan
929335208,11.519209,3.8791247,,nan
929336029,11.5222835,3.8743786,,nan
929336127,11.5204615,3.8779774,,nan
929337415,11.5169403,3.8805589,,nan
929337669,11.5240925,3.8732071,,nan
938644784,11.4944512,3.8005641,,nan
938644786,11.5214241,3.8051058,,nan
938644792,11.4752365,3.8161845,,nan
938644793,11.519371,3.8364315,,nan
938644801,11.5183168,3.8470758,,nan
938644803,11.5221289,3.8459124,,nan
938644808,11.5148346,3.8482734,,nan
938644817,11.4721702,3.8124759,,nan
938644836,11.5487668,3.8645858,,nan
938644841,11.4984823,3.8449746,,nan
938644843,11.4878583,3.8047084,,nan
938644860,11.5183683,3.8368543,,nan
938644868,11.518517,3.8482086,,nan
938644875,11.5201199,3.836293,,nan
938644912,11.499204,3.8454065,,nan
938644921,11.517255,3.8485272,,nan
938644926,11.4936317,3.7949833,,nan
938644936,11.4934346,3.7995719,,nan
938644941,11.5185931,3.8475879,,nan
938644942,11.5371247,3.852833,,nan
938644949,11.5415251,3.8444429,,nan
938644952,11.4892346,3.8042016,,nan
938644953,11.5079832,3.842996,,nan
1012761423,11.5674522,3.8470016,,nan
1012761522,11.5658926,3.8467569,,nan
1012761639,11.5563111,3.8511393,,nan
1012761849,11.5667454,3.8468256,,nan
1012761937,11.5634097,3.8491052,,nan
1012762102,11.5417572,3.865812,,nan
1012762884,11.5602444,3.8507331,,nan
1014060422,11.532175,3.8681347,,nan
1014060423,11.5338856,3.8650883,,nan
1116290349,11.5210077,3.861826,,nan
1116309164,11.5046267,3.8249253,,nan
1116309168,11.5051049,3.8306182,,nan
1116309181,11.5017446,3.8365583,,nan
1116309185,11.5064857,3.8349874,,nan
1116309196,11.5051315,3.8251693,,nan
1116309206,11.5002799,3.837415,,nan
1116309207,11.4999951,3.837799,,nan
1116309209,11.4862178,3.8489225,,nan
1116309212,11.5011762,3.8365741,,nan
1116309224,11.5060261,3.832471,,nan
1116330079,11.5046528,3.863741,,nan
1116330111,11.5047948,3.8642065,,nan
1116347424,11.4970744,3.8992689,,nan
1116358820,11.5592588,3.9012816,,nan
1116358830,11.5607712,3.9026163,,nan
1116358833,11.5612612,3.9029552,,nan
1116358841,11.5558337,3.8996521,,nan
1116358843,11.552256,3.8997425,,nan
1116358849,11.5607875,3.9022871,,nan
1301958592,11.5156312,3.8969306,,nan
1301958617,11.5166537,3.8933109,,nan
1301958623,11.5150913,3.8970828,,nan
1301958642,11.5204257,3.8934679,,nan
1301958676,11.5145577,3.8916254,,nan
1301958681,11.5156084,3.8957304,,nan
1301958691,11.5144266,3.8948703,,nan
1301958707,11.5192864,3.8959044,,nan
1301958722,11.5123924,3.8951123,,nan
1301958737,11.516511,3.8943944,,nan
1301958744,11.5145267,3.8941413,,nan
1301958763,11.5180114,3.8946711,,nan
1301958771,11.5141748,3.8906962,,nan
1301958787,11.5142311,3.8962576,,nan
1301958789,11.5187608,3.8925781,,nan
1301958790,11.5156835,3.8971501,,nan
1301958801,11.5167464,3.8962402,,nan
1301958804,11.5156969,3.895028,,nan
1301958810,11.516761,3.8926551,,nan
1301958844,11.5140286,3.8975809,,nan
1301958847,11.5157761,3.8943068,,nan
1301958850,11.5193823,3.8952916,,nan
1301958856,11.5204833,3.8926965,,nan
1301958868,11.5154127,3.896639,,nan
1301958872,11.5197511,3.8934077,,nan
1301958887,11.5172848,3.8940386,,nan
1301958891,11.5143472,3.8955427,,nan
1301958895,11.5212079,3.892753,,nan
1301958907,11.5179245,3.8933434,,nan
1301958908,11.518005,3.89694,,nan
1365164977,11.4675966,3.7550475,,nan
1365164985,11.4736146,3.7619702,,nan
1365164995,11.4797863,3.7710644,,nan
1365165004,11.4841112,3.7758487,,nan
1365165006,11.4851828,3.7773301,,nan
1365165021,11.4918102,3.7887446,,nan
1365165032,11.5067387,3.8356593,,nan
1365165037,11.5084672,3.8422709,,nan
1365166979,11.5471431,3.8449589,,nan
1365166982,11.4926889,3.8454305,,nan
1365166983,11.4903852,3.8479589,,nan
1365166987,11.4915356,3.8490919,,nan
1365174152,11.500369,3.8549674,,nan
1365174156,11.5000513,3.8558538,,nan
1365174157,11.5002263,3.8560234,,nan
1365174168,11.5011303,3.8590313,,nan
1365174176,11.5025675,3.860308,,nan
1365174193,11.5154213,3.9455297,,nan
1365174194,11.5144879,3.9459436,,nan
1365174195,11.5136645,3.9461196,,nan
1365174198,11.5108777,3.949061,,nan
1365174199,11.5098001,3.9515865,,nan
1365174203,11.4960568,3.9555431,,nan
1365174207,11.504783,3.9566736,,nan
1365174210,11.4915599,3.9581531,,nan
1365174211,11.4931911,3.958031,,nan
1365174212,11.4907484,3.9585041,,nan
1365377118,11.5593908,3.9034006,,nan
1365377127,11.568471,3.9084546,,nan
1365394333,11.499396,3.8531303,,nan
1365394339,11.5399442,3.8731343,,nan
1374171687,11.5220987,3.9459329,,nan
1374171690,11.5217587,3.9469939,,nan
1374171695,11.5215825,3.9552969,,nan
1374171696,11.5213144,3.95657,,nan
1375481577,11.5222764,3.9633131,,nan
1375481581,11.5212992,3.9648473,,nan
1375481583,11.5212392,3.9657619,,nan
1375481588,11.5206543,3.9676137,,nan
1379008272,11.511791,3.8923058,,nan
1379008273,11.4952437,3.8932551,,nan
1379008274,11.4949554,3.8936037,,nan
1379008275,11.4965763,3.8939053,,nan
1379008277,11.4962555,3.8942397,,nan
1379008278,11.4959382,3.8945705,,nan
1379008280,11.4968817,3.8948491,,nan
1379008283,11.4965372,3.8952019,,nan
1379008287,11.5125789,3.8958027,,nan
1379008300,11.4969207,3.9016571,,nan
1379008301,11.4960405,3.9017084,,nan
1379008310,11.4945058,3.9018543,,nan
1379008313,11.4940865,3.9019528,,nan
1379008318,11.494155,3.9025071,,nan
1379008319,11.4927841,3.9022204,,nan
1379008322,11.494766,3.9026836,,nan
1379008323,11.4954514,3.9027339,,nan
1379008325,11.4917529,3.9040327,,nan
1379008333,11.5004713,3.9162325,,nan
1379008335,11.5001978,3.9170513,,nan
1379008341,11.4989157,3.9183023,,nan
1379008343,11.4984577,3.9189378,,nan
1460372436,11.4687101,3.871763,,nan
1595500666,11.5234716,3.8705343,,nan
1595515863,11.5493757,3.8538892,,nan
1595515867,11.547566,3.8552554,,nan
1595515871,11.5447267,3.8557038,,nan
1595515875,11.5438278,3.856226,,nan
1595515878,11.5265739,3.8631849,,nan
1595515939,11.5311815,3.8652789,,nan
1734459776,11.5165416,3.8808106,,nan
1784897095,11.5432714,3.8776123,,nan
1784897096,11.5484384,3.8789463,,nan
1784897098,11.5443844,3.8794877,,nan
1784897101,11.559772,3.8868183,,nan
1784897104,11.5438192,3.8801477,,nan
1784897128,11.5450859,3.8779118,,nan
1784897130,11.5457531,3.8839532,,nan
1784897131,11.5444768,3.8800555,,nan
1784897133,11.5433876,3.8770048,,nan
1784897136,11.5477505,3.8812846,,nan
1784897140,11.5482686,3.8796525,,nan
1784897148,11.5447328,3.8789716,,nan
1784897172,11.5573528,3.8853501,,nan
1784897176,11.5546613,3.8797789,,nan
1784897177,11.5481042,3.8801703,,nan
1784897178,11.5495602,3.8786771,,nan
1784897179,11.5472815,3.8822211,,nan
1784897186,11.558568,3.8857705,,nan
1784897187,11.5478907,3.8808173,,nan
1784897188,11.5455054,3.8767974,,nan
1784897191,11.5452771,3.8773997,,nan
1784930254,11.5444059,3.8794539,,nan
1784930258,11.5508973,3.8816314,,nan
1784930260,11.550077,3.8818323,,nan
1784930262,11.5475667,3.8818605,,nan
1784930264,11.549632,3.8819339,,nan
1784930265,11.5491838,3.8820288,,nan
1784930268,11.5487284,3.8821194,,nan
1784930270,11.5485069,3.8834152,,nan
1784930272,11.5523214,3.8834392,,nan
1784930274,11.5490347,3.8836773,,nan
1784930297,11.5513903,3.8838614,,nan
1784930300,11.5495666,3.88389,,nan
1784930305,11.5500521,3.8840661,,nan
1784930306,11.5514568,3.8841105,,nan
1784930308,11.5526248,3.8841919,,nan
1784930310,11.5505973,3.8842639,,nan
1784930313,11.5515494,3.8845393,,nan
1784930314,11.5528051,3.8846013,,nan
1784930316,11.5507024,3.8846982,,nan
1784930317,11.552888,3.8850522,,nan
1784930320,11.5516697,3.8852312,,nan
1784930323,11.5526501,3.8854406,,nan
1784930324,11.5529243,3.8854895,,nan
1784930328,11.5516127,3.8857113,,nan
1784930331,11.5533821,3.8855744,,nan
1784930334,11.5430096,3.885785,,nan
1784930342,11.5525337,3.8859607,,nan
1784930343,11.5514829,3.8860093,,nan
1784930344,11.5532483,3.8861282,,nan
1784930347,11.5524506,3.8863684,,nan
1784930350,11.5523998,3.8865335,,nan
1784930351,11.5531462,3.8865734,,nan
1784930380,11.5451485,3.8881975,,nan
1784953095,11.5612194,3.8802937,,nan
1784953097,11.5624296,3.8815253,,nan
1784953099,11.5571806,3.8819407,,nan
1784953100,11.5560877,3.8819268,,nan
1784953103,11.5614318,3.8821615,,nan
1784953107,11.5668227,3.8824582,,nan
1784953109,11.5571256,3.882489,,nan
1784953110,11.5689147,3.8824987,,nan
1784953111,11.5601586,3.8825153,,nan
1784953114,11.5667039,3.8825416,,nan
1784953116,11.5598068,3.882614,,nan
1784953125,11.5647907,3.8831511,,nan
1784953126,11.5557307,3.8832186,,nan
1784953127,11.5643334,3.8832976,,nan
1784953128,11.556154,3.8832942,,nan
1784953130,11.55668,3.8835226,,nan
1784953133,11.5646252,3.8838332,,nan
1784953134,11.5632275,3.8838664,,nan
1784953136,11.5627606,3.8841244,,nan
1784953137,11.5557554,3.8841389,,nan
1784953138,11.5709386,3.884339,,nan
1784953141,11.5673609,3.884334,,nan
1784953142,11.5695894,3.8843397,,nan
1784953143,11.5634565,3.88439,,nan
1784953144,11.5660398,3.884336,,nan
1784953146,11.5434735,3.8844547,,nan
1784953149,11.5444996,3.8845979,,nan
1784953150,11.547456,3.8843025,,nan
1784953151,11.5472286,3.8846486,,nan
1784953152,11.5614149,3.8847194,,nan
1784953153,11.5611122,3.8848556,,nan
1784953155,11.5684939,3.8850975,,nan
1784953156,11.5672725,3.8851204,,nan
1784953157,11.5660735,3.885109,,nan
1784953158,11.5654386,3.8851248,,nan
1784953159,11.560814,3.8851324,,nan
1784953160,11.5617818,3.8851655,,nan
1784953162,11.5444114,3.8851689,,nan
1784953164,11.5631665,3.8854652,,nan
1784953165,11.5627031,3.8854998,,nan
1784953168,11.5443367,3.8857182,,nan
1784953170,11.5465027,3.8857532,,nan
1784953172,11.5630579,3.8858943,,nan
1784953174,11.5678165,3.8862208,,nan
1784953175,11.5673916,3.8862334,,nan
1784953176,11.5669614,3.8862412,,nan
1784953177,11.5660779,3.8862319,,nan
1784953178,11.5655811,3.8862435,,nan
1784953179,11.5442721,3.8862798,,nan
1784953181,11.5461436,3.8862997,,nan
1784953182,11.5593493,3.8864652,,nan
1784953183,11.5508704,3.8865462,,nan
1784953184,11.5502587,3.8867116,,nan
1784953185,11.5683377,3.8867034,,nan
1784953186,11.5442213,3.8867206,,nan
1784953187,11.5678489,3.8867062,,nan
1784953190,11.5457755,3.8868599,,nan
1784953208,11.5699894,3.8877969,,nan
1784953220,11.5678485,3.8879662,,nan
1784953232,11.5584766,3.888098,,nan
1784953244,11.5489958,3.8883218,,nan
1784953251,11.5660714,3.8883804,,nan
1784953253,11.5667668,3.888486,,nan
1784953257,11.5674035,3.888582,,nan
1784953261,11.5678197,3.8886049,,nan
1784953269,11.5700067,3.8886975,,nan
1784953273,11.5624686,3.8887386,,nan
1784953275,11.5696487,3.8887621,,nan
